segment_id,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,osmid,lat_u,long_u,lat_v,long_v,length,oneway,highway
91.0,24.557667570020087,25.510662385943917,25.427654529680293,26.732791116455616,25.733714524234877,26.688617119258815,24.105239667094565,26.20225711450723,24.53784648369321,24.197234560895584,26.816170075470758,24.59467504717048,25.832538122120063,24.996937365709275,23.227081256375058,24.29882711573534,24.8350337148705,95799641,12.9092458,77.4783145,12.9104875,77.48018,271.137,True,primary
92.0,37.564225016313905,34.304337916435266,35.07424194195059,24.90032757360061,33.30777504338628,28.03131077291762,27.76447051912358,24.598246513819287,31.13404076714994,34.86545575360126,34.16677606915753,35.72030967486708,29.658238337912746,26.611351358421576,25.90356194590942,29.28601051973401,26.532884495746504,1154449806,12.9082925,77.4771347,12.9075032,77.4759292,157.399,True,trunk
94.0,28.16460341007861,21.97816792086122,19.579290824913567,20.145212656307248,22.751924447750795,18.023159302140225,20.56922733068656,18.961826350900203,17.84573214640975,19.977832873877887,21.422552881013317,20.190126194924108,18.477599585791232,16.413134268537778,15.573855132658997,20.780418665133194,21.113565296597066,331779121,12.902377,77.4693387,12.9009855,77.4673826,263.494,True,trunk
98.0,46.0774265092636,40.276347996533225,38.96188825156509,35.53301793318771,40.836451926752154,40.78878145208538,37.74993179694155,29.101056567216517,39.11709598130826,30.986033095487578,32.08259829081462,36.54090405825507,32.70267631898342,22.60272880565493,24.319868841878407,27.07462638243371,31.760544116555227,675662532,12.8866835,77.4512002,12.8832267,77.4485724,479.032,True,tertiary
100.0,52.924948545753914,49.73224810662021,34.69008566764951,39.661641779897685,47.73661691992971,45.77009481902957,47.83256142347796,42.43860532831086,48.714654994782066,46.13523722403268,50.113662858279696,48.54830922834037,45.14486363936314,24.616711675804154,31.046194484114057,45.705652354200566,47.17765456230758,675662532,12.8832267,77.4485724,12.8812408,77.4473748,256.277,True,tertiary
105.0,35.86533503624445,41.150980804981714,40.06993657085144,32.12580035856606,32.85800918885425,29.768563226821595,32.95417723832146,29.81901910582329,39.37861391835177,32.06656522441245,38.0236898279479,35.19616528472632,35.3138616326632,23.299832635388565,21.09123134566733,18.912137570313547,33.62019453726132,675662532,12.8742546,77.4419981,12.8721144,77.4395458,358.39700000000005,True,tertiary
107.0,41.70602995995,32.745880271648524,31.567694543480222,24.014335266444508,29.350499131719037,27.915294642622246,23.596537921591512,28.15996686153715,29.787799987448082,25.3209930676045,23.93710454159122,30.83811596458952,26.76844007220072,17.043065299552488,22.271221416429153,17.942757624506527,23.10144928374917,675662532,12.8721144,77.4395458,12.8699974,77.4385643,258.41700000000003,True,tertiary
109.0,38.403435818716005,45.08715111731402,41.719327423942254,38.989921833059704,37.18299827890346,37.416009730140686,36.397928232865645,33.65101293446096,26.827602133633622,27.05267118244235,28.503314280071503,28.207779627096006,28.42818759746981,17.681591198916816,21.12796499960263,22.383346057262226,39.10277767992862,675662532,12.8699974,77.4385643,12.8667281,77.4370315,400.552,True,tertiary
110.0,26.503748699474173,24.86882070890894,30.303827213330795,25.613677823134996,25.95791453530768,23.732029596396185,22.084754654129743,19.447887349279817,17.56702618071049,22.803886023492513,21.1537384426729,18.7062118316585,26.862461308673335,23.735489509791943,20.73670719904007,24.118175790690913,22.838666450449924,99452388,12.9540895,77.5850637,12.9539961,77.5840445,111.703,True,secondary
111.0,25.600106616870534,22.25319615834163,24.634737604488265,27.18093943564593,22.25262189573397,20.353617828727714,28.693641710604112,26.230942600023063,18.348403146454313,17.944393615296928,21.040531857594893,18.146126270580687,15.833467545046163,20.723331792116273,19.88746436097988,20.00833972946945,21.237905705612683,169453737,12.9540895,77.5850637,12.954387,77.5841457,104.836,True,primary
114.0,21.849569336864498,18.774752171556386,19.782993076232984,20.258574437185057,21.309914694867384,19.061190992558124,20.346732086452747,19.178534943278407,17.82229524067856,21.79543028517716,17.29882406385622,17.820837846348937,17.96662382461078,19.022855665185524,18.23399563223127,16.681614771290363,21.099219441570657,797341277,12.9344712,77.5467379,12.9325816,77.5452381,265.702,True,secondary
125.0,29.483945106167656,18.940659421179287,10.133728256216443,9.32252559820587,8.383281690855245,4.095376607457022,4.2297294576980775,8.68008309111416,29.39078064478673,8.865878290218495,5.282862451075913,6.598853462562019,3.2244547308671874,2.3797203559367874,8.873173347342291,2.991546983216746,2.266570541882327,23076821,12.9483669,77.5737837,12.9489852,77.5742126,82.989,True,tertiary
128.0,15.76363083537522,15.219549743725429,11.394970561206318,13.025563285358974,11.34594582096366,13.01333397419452,12.920991230397343,14.021618608112249,12.583342449656293,12.906929211372196,14.568683388224775,13.268870356031403,11.290277014991378,10.637421138890636,14.605164117588672,13.754269481136483,13.283377484935178,26179365,12.9677737,77.5883028,12.9673427,77.5884535,53.27,True,primary
129.0,12.890656544266056,14.004671843074549,14.90818511244435,8.495129810105961,13.544085454659966,18.30488274590676,23.32562533238789,17.482244932810726,16.062227781397084,21.164459594402413,17.36521829345183,18.735569812692223,16.107068084596172,14.381796556881465,14.912776477662183,19.22327873828982,21.4391108392558,52033011,12.9677737,77.5883028,12.9675102,77.5887571,60.068,True,secondary
130.0,17.600729364422687,9.613125593995228,10.117644371820488,4.880764470383044,7.250894311517262,17.63059287271075,17.16420394527107,16.808196111322584,16.1989100599344,20.955245713433648,15.31831921951915,16.165058789835697,15.855882972321242,16.38056920219341,16.769477938961998,18.8905450066808,20.147017503903037,154340361,12.9677737,77.5883028,12.9683206,77.5894814,143.455,True,primary
133.0,23.25218172200303,23.42862803996389,21.669778433489462,20.19810802805371,18.956373474148393,19.732007080093883,17.596211900504933,18.530556157301728,19.97841011191849,16.476647395848072,14.396361321125898,14.319252327370432,21.167166875917584,19.456470185928037,19.823720321831775,20.83127906707281,22.070909520534045,"[36897705, 764329021, 764329022]",12.9655019,77.5867787,12.9639061,77.5885314,259.97799999999995,True,primary
134.0,28.116524407545395,27.34408226862871,23.0578542015836,23.388894074182417,20.688386798800074,16.13642563078011,16.096935475198595,16.509115943754008,16.062536717171163,18.234057486827655,15.590675929969334,16.918378841155096,17.99693454986319,20.08582044485021,18.935154804329045,21.113724654364667,22.035591947119503,638928393,12.9655019,77.5867787,12.9638455,77.585242,249.42000000000004,True,primary
138.0,36.93919785011111,37.343496019513,33.71542554785205,30.968886381186998,28.963409988251662,28.277852609559844,24.695868107413546,30.93712568555899,23.65837335515731,32.38780979635017,24.98309595805848,30.399135729460184,29.87520200908389,26.4590601693324,27.04937769947662,29.15961970327768,29.5893598180584,462585115,12.9577464,77.5821331,12.9582174,77.5823973,59.687,True,secondary
149.0,28.001598423261946,24.84306011161567,23.1771392288416,23.285976265268406,24.750213509999195,22.051232281070806,22.1444700611419,20.384161940416018,23.92060729380408,21.62266585140643,18.782436011649978,21.054022612610044,18.438093602518173,20.578521652959196,18.599381416593655,17.691447702946785,19.353307254047117,1216493951,12.8732098,77.5944781,12.8764713,77.5952308,372.652,False,tertiary
205.0,5.5866434741113125,14.788935756204234,5.8556782514120895,5.2320655787994355,5.071201693377074,5.407386771983971,3.760145672388879,8.214918717950615,3.8285875569807484,7.565723525280654,5.70321950310564,8.219340538793427,5.207114916316699,6.585982596420155,6.00985924205768,10.112615752895229,5.430472332056344,23001349,12.8816186,77.5959583,12.8819382,77.5960151,36.067,True,primary
249.0,37.926988646074,35.946528952783346,34.933884980837284,30.848777427762563,29.22851967732374,28.36407925102323,19.36773140660239,13.302118046540276,23.625753327739144,23.75405332768803,21.788173874862686,24.773837275835525,23.34113331821187,17.975471020426983,15.196963811859373,16.32835828165618,23.397800658907776,44121868,12.9059707,77.6017374,12.9054476,77.6019546,63.331,True,primary
260.0,18.309322726467457,20.956651570763707,16.87652923509231,14.586957273537504,14.45590616549623,10.87461340323081,11.316026072843288,9.730299948489902,7.884799379755611,16.319783381193083,7.615198215317678,6.093089035527386,10.802032517628504,7.111317060463113,3.8709635417888504,5.7887017397344245,6.557309535553942,353377531,12.9084874,77.6003508,12.9073712,77.6005974,127.771,True,trunk
274.0,27.234916602646067,28.33715200497371,23.386344675704205,23.006723814409273,20.7174021339466,21.7147118239353,18.138151123154557,19.396793854933826,17.09847717260878,19.24759638517257,20.589782639266648,21.423792861323975,22.135288901134523,19.384517596661667,20.01241473031359,20.89164754160372,24.927893431672484,207470470,12.9378649,77.598937,12.9399462,77.5976585,271.125,True,primary
279.0,25.522826033855814,24.85161878456625,23.89409891373411,20.3252613424972,23.064777512049872,24.1721658169576,31.446429892384142,14.29029297761924,22.280132197671236,29.612542371612026,22.42910822276648,18.896323567717104,18.513991684876874,21.468788092505648,17.148729920452812,21.58940011044969,21.218214539157373,639010018,12.9459107,77.5955342,12.946948,77.5944586,164.175,True,primary
295.0,21.949874568673255,24.781174291460143,20.43008542772273,26.12733616287568,18.206892370445278,20.238871973949507,30.23540948985262,23.84246076087737,28.551927689622794,26.13982876112328,25.21054017533187,24.449011241614635,23.949403880276172,24.376184858412387,23.003306855452937,25.15673749453933,26.26465040853592,36971492,12.9648368,77.5967637,12.9653003,77.5969556,55.774,True,primary
306.0,37.877471885852906,27.687157509935936,27.98344735396006,24.64994386798219,25.540079094746446,25.79397339345016,19.23992206902331,21.178760973782488,20.14781400331499,21.749282050668718,28.98432943359431,24.23534272042231,27.621301281195787,23.663034718345546,23.067873559386417,22.553069217135572,29.71292080347434,"[36852353, 132191813, 36851615]",12.9651835,77.5995943,12.9592962,77.5934729,1024.571,True,primary
307.0,32.4340572995839,37.08082464540858,34.759488445994755,29.88546616196016,29.964103214797493,25.97063181725007,28.00884420767652,27.521641960346546,21.90261832184203,26.815027432496244,28.007532521267056,26.4745001742436,28.7583129503739,27.89242509084239,29.041387604716693,28.191971614294538,30.296663486011695,763175329,12.9651835,77.5995943,12.9649324,77.5971412,268.27,True,primary
309.0,30.08322477244266,25.67512062223042,23.471629857085443,23.1075088359925,24.39803945441988,30.469857026371063,20.291494829286545,24.119660548248834,21.698547203434476,21.38957862932429,15.298394851374047,24.027319364334755,20.579078880649174,16.825838662132522,20.92533672142486,18.652384914674812,24.75776353139896,1154162811,12.9622565,77.5937165,12.9623193,77.5944061,75.235,True,primary
314.0,41.81820885305919,32.795318591398654,32.18542099555495,28.34483123679462,29.50913309585845,30.157365320278437,27.86400685690734,26.272838021575055,25.45800959274577,26.256464739910673,26.703935383332567,25.805547789769395,26.360240120550298,25.448580568126715,25.824262476910047,27.54421820503115,25.71679462763444,461556535,12.9680076,77.6003282,12.969386,77.6023556,268.071,True,primary
316.0,36.837141621475105,29.186196369939292,26.1308241218488,23.60628397889186,13.752845081454135,19.981066305997416,22.41956688894077,21.509167764350156,22.537177572214496,21.119903772922402,19.19434154401779,19.61118212359939,18.609179357549696,22.385933663058125,19.71443152029507,22.36991777841902,19.78258967611701,461556535,12.969386,77.6023556,12.970899,77.6048004,315.068,True,primary
352.0,29.473359396587604,26.288839827088943,21.520092922141263,23.752592723967478,28.957546558168495,14.39039228528046,17.664259709024723,24.02670319141928,12.25389414399843,17.475382391554525,24.2704786520042,19.821103538202117,22.891402634978036,21.06038078197959,25.903472231217652,16.62618601624914,16.15518411584642,23029701,12.9703836,77.6007287,12.9680076,77.6003282,273.797,True,tertiary
377.0,33.29821730288978,27.362871600092085,23.574652996799678,21.660513254577875,25.987138616277168,21.700927837998382,22.990401930807614,20.472650329263775,18.754868004813588,22.03561161915719,22.08952011962488,20.496770559299875,21.408594901487213,21.06125460816309,22.817326885054527,23.236139775034417,23.75867627880568,171887405,12.9658907,77.6046834,12.9657687,77.6038338,93.057,True,primary
382.0,29.992909602054304,29.965735978970375,29.363850083113945,27.307729199508696,26.355064143847674,27.21313979712291,26.29746728587177,27.24235140705475,27.095821732984124,26.58713673295721,25.878895539717817,25.571370613678035,26.548971119050904,26.161431242072613,25.048082755819067,26.986134274659264,26.37978647703388,"[36965408, 1095078580, 1095078582]",12.9543592,77.585434,12.9516864,77.5904359,637.028,True,primary
384.0,24.95426132905352,28.20452169563997,24.761066561258065,27.14573187055803,26.539430828343782,25.42595049767284,26.34590904918915,22.12237207408106,19.348621273326074,32.821012351365894,24.66516338119714,22.677394487582298,21.19066527607357,18.93808285185305,23.126048280149654,25.39529581737468,25.773924745401285,"[1151693392, 553447543]",12.9538826,77.5913472,12.9556829,77.5920137,212.815,True,primary
385.0,32.93839472460661,31.932853852644,30.71718231661603,27.615280301355103,25.847434086029555,24.12731495627935,23.005651960037508,28.107667351691358,26.958598606911835,26.420092184932333,26.513770026549302,25.803353220480464,25.76305728736981,23.47159563225362,26.13288144838132,27.436632511487396,28.537466601211154,112243683,12.9562407,77.5837849,12.9559678,77.5844442,77.622,True,primary
410.0,31.19330500579957,29.420489459514194,28.975438461825686,27.455178206343824,27.47558358230435,25.88456570326085,26.744056562304838,25.692411468718987,26.09411836247701,26.254007779577464,27.425030476556035,25.103949193502533,21.989637024887188,23.53520135389688,23.40047261955695,23.629745565504766,25.657899952689323,395505140,12.9045533,77.5055999,12.9041797,77.5064148,98.21,False,secondary
411.0,26.012866259536604,22.830524048552988,22.38917597455223,23.156475449543795,21.468320287953432,20.748223632397472,22.20603983723751,19.63620166832852,20.126407423769148,21.129755483201826,21.318457071375747,23.34769551912849,20.696884678079392,20.34733797365805,19.73147855845765,21.159887123003067,19.721201518640292,395505140,12.9045533,77.5055999,12.9047685,77.5045818,112.913,False,secondary
413.0,36.31365798502646,36.78024475233192,33.35111019214913,32.98146135111577,33.39253371487881,32.15966974528288,33.749852579641,32.38308731045857,36.443780039657625,33.485965496106566,32.51602431392061,31.789636880891564,34.25692462106358,34.21753940094847,33.13198628826556,33.93799299723792,31.534456553188445,55684017,12.9478262,77.5342472,12.9474082,77.5330869,134.267,True,trunk
416.0,9.18504132200799,6.402671924875792,13.759645755508066,10.322942492290736,11.301457349914626,19.02028810207821,18.002503850192937,4.497781838551403,10.783407598096531,10.159783801053429,6.030755058928889,7.971166171119407,9.197430683408703,9.31181811415124,4.318946505499868,7.698355184983116,13.062613721211722,55684025,12.9429922,77.5261057,12.9426746,77.5258774,43.121,True,trunk
417.0,30.606548921880435,28.49367042730421,21.04655616278692,21.479353743453316,22.092580021085336,18.661068217284733,19.60932590714064,19.69224266790741,19.867121110416505,19.858149268131907,19.543324043631724,21.703480019485628,16.59605939312085,20.82527269778819,15.67274280346191,16.06053960449142,24.875947523704735,248031123,12.9349595,77.511136,12.9355845,77.512939,207.85200000000003,True,trunk
418.0,18.87494674669259,18.334030311634717,18.777626590645536,19.504643282517662,15.543363500474458,23.072467795827375,19.73182597792566,9.590163295591957,20.354394529058094,16.421307338958897,17.534485576413932,15.942767820075531,16.39952108235872,17.371648424703572,15.135154508433503,19.444918858498493,19.886437788390044,796892444,12.9349595,77.511136,12.9360242,77.5127488,212.80400000000003,True,secondary
421.0,38.65564265404145,40.91742117928667,38.7776116753646,37.40566384980453,35.82295286542714,36.01175806824583,35.403646783491766,34.7309035855267,33.829696596340916,37.10907695296763,35.813530682378364,34.55299801577769,33.6374033229588,32.81144843350473,33.898200483306915,34.676054061293456,36.82511117142024,"[248031123, 465135525]",12.9228405,77.4959259,12.9313056,77.5064115,1502.985,True,trunk
422.0,24.166652125105653,22.28357026464245,20.309169284375926,25.73093798434871,19.65384097822588,23.030196765422705,17.80812461111241,21.55113529638202,18.64790353251367,24.714814214827324,24.908821075827554,17.37689578433254,24.431616746094797,16.562561611765478,21.67872478635817,18.988757904083542,20.29201543127002,465135525,12.918129,77.4908532,12.9186273,77.4911514,64.146,True,trunk
425.0,28.888733013118834,24.645320943438694,21.778170694038526,24.84367519049068,26.057509385502108,21.043696954847125,31.254678001683178,33.98252839748917,18.96897822894167,24.76735009289368,28.942665158172183,23.703669781760148,27.73189624857078,20.78906337247828,22.377758705656216,27.499211711454844,22.695727304600307,"[581007208, 95799658, 465135525]",12.9144414,77.4868268,12.9177537,77.490643,559.755,True,trunk
427.0,33.38118833496067,31.296969371916813,28.670731925681594,29.43874790622022,22.96787024136456,24.838863751046784,20.31033078496372,21.819134957717292,21.920480584273683,23.516759403945684,19.626663819192196,19.941079196660745,18.585812033218055,16.639090714545016,26.473425047752684,25.231597427473684,18.41873696599771,465135524,12.9108029,77.4844443,12.9128513,77.4851915,242.564,True,trunk
429.0,21.581825773002002,11.730859931677845,12.866657757618187,11.5059563701541,13.664657192471955,8.93592354848234,11.522519878066268,9.382975353131501,16.198824532914582,14.433811446819755,9.204952733635128,12.142761318160153,10.812069166838768,8.937147850664909,14.017564778724333,10.017146550442787,16.29755355361905,465135524,12.9104614,77.4821979,12.9104488,77.4827648,61.481,True,trunk
432.0,38.63704121896021,42.97803114658234,39.87445305764088,40.6786747352306,39.15394693877189,38.91850939958158,38.19647392765634,34.87439764523856,36.81447892046696,37.5926579491141,38.098668257966345,38.44817070647779,36.79742701624402,35.15640513451618,34.81203091890424,38.324955164642695,38.11978201673267,248031123,12.9313056,77.5064115,12.9349595,77.511136,654.529,True,trunk
439.0,24.44361622343799,19.544136560597913,19.779798802705333,18.414237858260545,17.4679481849384,16.188356960840018,20.838540669691067,19.04534685314808,19.68033168640811,18.420765671914484,15.631704307742567,14.453524308050087,14.618665378855441,14.228288923184161,14.617595404071324,19.48230162245443,24.356995387671716,"[691146210, 737441035, 133626286]",12.9339238,77.5390368,12.9330575,77.5403255,169.724,True,trunk
442.0,25.955580404295603,26.80852759747568,26.051462850379707,25.960021653533698,25.134734896176575,27.047875440241135,25.19429381047596,24.76606844045384,23.88980633269771,25.151284227703307,24.05611783184867,24.472620888254283,25.713932019022298,24.976672308744348,25.169257206707616,25.13573219804667,25.810477602866253,479981462,12.9205732,77.5621072,12.9185031,77.5642116,332.13700000000006,True,trunk
446.0,26.090773406155066,21.776527470648446,25.103734208372373,24.224716782571523,16.473211397723812,23.09355879395508,23.447592745313994,17.039695371882527,19.730426122002477,20.652682909042174,22.897555449146044,20.805018741478705,19.443985604564382,21.33628584277056,24.140967302145604,20.34704461924146,15.75375286163395,1158607138,12.9219518,77.5602516,12.9232174,77.560438,142.184,True,secondary
447.0,21.084996237475767,18.40183899260081,17.978864003897172,18.962366029812195,17.791827701336803,16.256605604818116,16.10312914375042,18.51761341355565,18.68248523640745,16.314330980642424,18.928885505704294,18.219237434200593,15.056718323190474,15.980803481886266,15.08568903998756,18.2036065763868,19.120589997932598,23077883,12.9057665,77.5427034,12.9061524,77.5433088,78.402,False,secondary
450.0,8.793097857925378,12.210769586165647,17.703831660775805,11.89414254766619,8.9897592979924,10.515840958436788,10.682902788815548,12.463899631819746,16.959470788737036,14.591787671472199,13.712789604985277,11.294352489022325,10.438989835150224,10.664975000256376,8.220876025702152,8.680642542440422,10.416197283581994,37351647,12.9057665,77.5427034,12.9052482,77.543208,83.275,False,tertiary
470.0,27.248573725824087,29.589282314053946,15.774398370982727,20.185183602419748,19.334775275917313,19.173047821024106,19.160344745985377,20.73541201899903,22.94272833337481,23.286244763260328,18.934200526745435,29.968529852953036,16.61924776135469,24.534851267460578,17.432722351525893,32.04997033620512,31.565030325290863,401829343,12.9247503,77.5181026,12.9238208,77.5182415,104.446,False,tertiary
472.0,22.751722635083414,18.3836536249546,20.223057482527604,19.993950943208446,13.22678823558749,20.433506700651254,16.87351340083703,15.70169636459363,16.54473703947753,14.63753341189077,22.7653350468803,16.402666869429712,13.188117584079066,16.891199102117938,14.615427065143143,19.12582834541564,19.37752850400082,401829361,12.9247503,77.5181026,12.9251135,77.5176007,67.74799999999999,False,residential
630.0,27.607522017734887,29.162211582337694,29.59969610905956,22.977301425446502,11.690648477386388,16.069544878941198,15.78789724485193,12.989871824245808,18.12888739723696,6.17530748316708,7.336501760067584,9.288999308106431,11.655945290099321,3.8449347551920416,9.989966545595758,10.19000601513054,17.473119728472373,735381318,12.9436325,77.5678527,12.9445759,77.5678018,105.447,True,secondary
657.0,33.03036956034641,30.74870067115163,29.589220892520576,27.59222883979214,28.87329627314208,21.746773437844844,27.05954075143054,14.980483374405479,23.868385770045197,24.677594979023684,19.53094738080219,6.392498139811453,26.359091552931613,23.85784068198926,24.081112927059024,26.27839753906169,23.263858811477,47888616,12.9244345,77.576951,12.9240021,77.576743,53.346,True,primary
659.0,36.03955028552258,37.27721097996881,33.44873869009748,31.5909206934215,30.715665000308228,26.2881769127211,28.656326332397466,18.616934477356622,20.339740913098275,27.282429710223845,27.77829438966447,27.151619543466687,28.26886219513213,27.964030472869396,25.45231908141339,26.614993226708,28.41033112032861,47888616,12.9263452,77.5770478,12.9244345,77.576951,213.049,True,primary
683.0,34.59074154711931,28.95857454812282,23.991433544489503,14.121331556477237,8.882544327646654,9.304221452962631,9.641644843798126,6.55198040273004,4.354105219941887,3.6480559340933114,16.73258132686602,15.209282179918164,12.904208946605365,16.42159423796909,6.184702716621927,13.656439408787215,17.181494648977008,490824217,12.9390748,77.5715572,12.9387102,77.5709591,76.452,True,secondary
757.0,29.516604695280638,28.283880235737367,29.243218847375882,26.270269975556527,29.492827597634378,21.071872686467483,28.19387672121905,28.121613537633465,30.05306074995884,31.351019357847395,25.87996571101031,29.598039321749173,30.921478036322757,26.710030326840208,26.31655463218301,25.16678723647453,32.03377535973588,544741409,12.9393635,77.5850847,12.9412961,77.5851307,214.953,True,secondary
758.0,24.663938436334817,28.215557777564676,24.828868886769005,26.05389237205186,26.3994706828797,18.242215957074436,23.1353388375765,25.231663893437812,26.213863179372105,19.847513809618146,19.602006327501304,18.765610809604738,14.838848305992462,21.685760752725724,21.430583097248185,19.797549695918345,22.215079651755747,"[55675145, 27672788]",12.9329471,77.5848358,12.9328732,77.5860965,137.732,True,secondary
908.0,22.229919235727987,28.297177017783408,21.58176775127652,21.578882684061476,18.777351744357716,23.297286861828105,23.307405884092688,21.64831465934896,15.989176735833642,19.431957652537232,23.627305719924824,22.204675893530297,19.50803823514199,19.788465630627655,15.85476352747977,15.184887516104,26.219681697834133,462900086,12.916966,77.5736454,12.9160685,77.5737618,100.835,True,primary
910.0,32.43065718420927,21.88243048093967,27.325172921594447,26.89883569974091,26.62969576864633,19.933996636320597,18.882510861856815,10.385532320842783,36.748436913487716,17.98248072813228,30.39699764271842,29.534150117048263,23.42366127156465,18.26215948633281,40.85426537084251,20.558913359718073,21.236727825358255,92194642,12.9164639,77.5707406,12.9165834,77.5710534,36.413,True,secondary
